Title,Identifier,Format,TileMatrixSet,WGS84BoundingBox,style,TileMatrix,MinTileRow,MaxTileRow,MinTileCol,MaxTileCol,url
CORINE Land Cover - France métropolitaine - 1990,LANDCOVER.CLC90_FR,image/png,PM,-9.88147 40.57611.6781 51.4428,CORINE Land Cover - France métropolitaine,2,1,1,1,2,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
CORINE Land Cover - France métropolitaine - 1990,LANDCOVER.CLC90_FR,image/png,PM,-9.88147 40.57611.6781 51.4428,CORINE Land Cover - France métropolitaine,3,2,3,3,4,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
CORINE Land Cover - France métropolitaine - 1990,LANDCOVER.CLC90_FR,image/png,PM,-9.88147 40.57611.6781 51.4428,CORINE Land Cover - France métropolitaine,4,5,6,7,8,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
CORINE Land Cover - France métropolitaine - 1990,LANDCOVER.CLC90_FR,image/png,PM,-9.88147 40.57611.6781 51.4428,CORINE Land Cover - France métropolitaine,5,10,12,15,17,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
CORINE Land Cover - France métropolitaine - 1990,LANDCOVER.CLC90_FR,image/png,PM,-9.88147 40.57611.6781 51.4428,CORINE Land Cover - France métropolitaine,6,21,24,30,34,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
CORINE Land Cover - France métropolitaine - 1990,LANDCOVER.CLC90_FR,image/png,PM,-9.88147 40.57611.6781 51.4428,CORINE Land Cover - France métropolitaine,7,42,48,60,68,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
CORINE Land Cover - France métropolitaine - 1990,LANDCOVER.CLC90_FR,image/png,PM,-9.88147 40.57611.6781 51.4428,CORINE Land Cover - France métropolitaine,8,85,96,120,136,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
CORINE Land Cover - France métropolitaine - 1990,LANDCOVER.CLC90_FR,image/png,PM,-9.88147 40.57611.6781 51.4428,CORINE Land Cover - France métropolitaine,9,170,192,241,272,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
CORINE Land Cover - France métropolitaine - 1990,LANDCOVER.CLC90_FR,image/png,PM,-9.88147 40.57611.6781 51.4428,CORINE Land Cover - France métropolitaine,10,340,385,483,545,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
CORINE Land Cover - France métropolitaine - 1990,LANDCOVER.CLC90_FR,image/png,PM,-9.88147 40.57611.6781 51.4428,CORINE Land Cover - France métropolitaine,11,681,771,967,1090,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
CORINE Land Cover - France métropolitaine - 1990,LANDCOVER.CLC90_FR,image/png,PM,-9.88147 40.57611.6781 51.4428,CORINE Land Cover - France métropolitaine,12,1363,1542,1935,2180,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
CORINE Land Cover - France métropolitaine - 1990,LANDCOVER.CLC90_FR,image/png,PM,-9.88147 40.57611.6781 51.4428,CORINE Land Cover - France métropolitaine,13,2726,3084,3871,4361,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
CORINE Land Cover - France métropolitaine - 1990,LANDCOVER.CLC90_FR,image/png,PM,-9.88147 40.57611.6781 51.4428,CORINE Land Cover - France métropolitaine,14,5452,6168,7742,8723,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
CORINE Land Cover - France métropolitaine - 1990,LANDCOVER.CLC90_FR,image/png,PM,-9.88147 40.57611.6781 51.4428,CORINE Land Cover - France métropolitaine,15,10905,12336,15484,17446,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
CORINE Land Cover - France métropolitaine - 1990,LANDCOVER.CLC90_FR,image/png,PM,-9.88147 40.57611.6781 51.4428,CORINE Land Cover - France métropolitaine,16,21811,24673,30969,34893,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2000,LANDCOVER.GRID.CLC00,image/png,PM,-61.9063 -21.482555.9362 51.1827,CORINE Land Cover,0,0,1,0,1,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2000,LANDCOVER.GRID.CLC00,image/png,PM,-61.9063 -21.482555.9362 51.1827,CORINE Land Cover,1,0,2,0,2,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2000,LANDCOVER.GRID.CLC00,image/png,PM,-61.9063 -21.482555.9362 51.1827,CORINE Land Cover,2,0,4,0,4,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2000,LANDCOVER.GRID.CLC00,image/png,PM,-61.9063 -21.482555.9362 51.1827,CORINE Land Cover,3,0,8,0,8,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2000,LANDCOVER.GRID.CLC00,image/png,PM,-61.9063 -21.482555.9362 51.1827,CORINE Land Cover,4,0,15,0,15,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2000,LANDCOVER.GRID.CLC00,image/png,PM,-61.9063 -21.482555.9362 51.1827,CORINE Land Cover,5,0,31,0,31,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2000,LANDCOVER.GRID.CLC00,image/png,PM,-61.9063 -21.482555.9362 51.1827,CORINE Land Cover,6,16,47,16,47,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2000,LANDCOVER.GRID.CLC00,image/png,PM,-61.9063 -21.482555.9362 51.1827,CORINE Land Cover,7,32,79,32,95,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2000,LANDCOVER.GRID.CLC00,image/png,PM,-61.9063 -21.482555.9362 51.1827,CORINE Land Cover,8,80,143,80,175,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2000,LANDCOVER.GRID.CLC00,image/png,PM,-61.9063 -21.482555.9362 51.1827,CORINE Land Cover,9,160,287,160,335,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2000,LANDCOVER.GRID.CLC00,image/png,PM,-61.9063 -21.482555.9362 51.1827,CORINE Land Cover,10,336,575,320,671,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2000,LANDCOVER.GRID.CLC00,image/png,PM,-61.9063 -21.482555.9362 51.1827,CORINE Land Cover,11,672,1151,656,1343,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2000,LANDCOVER.GRID.CLC00,image/png,PM,-61.9063 -21.482555.9362 51.1827,CORINE Land Cover,12,1360,2303,1328,2687,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2000,LANDCOVER.GRID.CLC00,image/png,PM,-61.9063 -21.482555.9362 51.1827,CORINE Land Cover,13,2720,4607,2672,5375,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2000 révisée,LANDCOVER.GRID.CLC00R_FR,image/png,PM,-5.68494 41.177910.8556 51.1827,CORINE Land Cover - France métropolitaine,0,0,0,0,0,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2000 révisée,LANDCOVER.GRID.CLC00R_FR,image/png,PM,-5.68494 41.177910.8556 51.1827,CORINE Land Cover - France métropolitaine,1,0,0,0,1,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2000 révisée,LANDCOVER.GRID.CLC00R_FR,image/png,PM,-5.68494 41.177910.8556 51.1827,CORINE Land Cover - France métropolitaine,2,1,1,1,2,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2000 révisée,LANDCOVER.GRID.CLC00R_FR,image/png,PM,-5.68494 41.177910.8556 51.1827,CORINE Land Cover - France métropolitaine,3,2,2,3,4,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2000 révisée,LANDCOVER.GRID.CLC00R_FR,image/png,PM,-5.68494 41.177910.8556 51.1827,CORINE Land Cover - France métropolitaine,4,5,5,7,8,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2000 révisée,LANDCOVER.GRID.CLC00R_FR,image/png,PM,-5.68494 41.177910.8556 51.1827,CORINE Land Cover - France métropolitaine,5,10,11,15,16,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2000 révisée,LANDCOVER.GRID.CLC00R_FR,image/png,PM,-5.68494 41.177910.8556 51.1827,CORINE Land Cover - France métropolitaine,6,21,23,30,33,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2000 révisée,LANDCOVER.GRID.CLC00R_FR,image/png,PM,-5.68494 41.177910.8556 51.1827,CORINE Land Cover - France métropolitaine,7,42,47,61,67,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2000 révisée,LANDCOVER.GRID.CLC00R_FR,image/png,PM,-5.68494 41.177910.8556 51.1827,CORINE Land Cover - France métropolitaine,8,85,95,123,135,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2000 révisée,LANDCOVER.GRID.CLC00R_FR,image/png,PM,-5.68494 41.177910.8556 51.1827,CORINE Land Cover - France métropolitaine,9,170,191,247,271,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2000 révisée,LANDCOVER.GRID.CLC00R_FR,image/png,PM,-5.68494 41.177910.8556 51.1827,CORINE Land Cover - France métropolitaine,10,341,383,495,542,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2000 révisée,LANDCOVER.GRID.CLC00R_FR,image/png,PM,-5.68494 41.177910.8556 51.1827,CORINE Land Cover - France métropolitaine,11,683,766,991,1085,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2000 révisée,LANDCOVER.GRID.CLC00R_FR,image/png,PM,-5.68494 41.177910.8556 51.1827,CORINE Land Cover - France métropolitaine,12,1367,1533,1982,2171,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2000 révisée,LANDCOVER.GRID.CLC00R_FR,image/png,PM,-5.68494 41.177910.8556 51.1827,CORINE Land Cover - France métropolitaine,13,2735,3066,3965,4343,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - DOM - 2000,LANDCOVER.GRID.CLC00_DOM,image/png,PM,-61.9063 -21.482555.9362 16.6077,CORINE Land Cover - DOM,0,0,1,0,1,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - DOM - 2000,LANDCOVER.GRID.CLC00_DOM,image/png,PM,-61.9063 -21.482555.9362 16.6077,CORINE Land Cover - DOM,1,0,2,0,2,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - DOM - 2000,LANDCOVER.GRID.CLC00_DOM,image/png,PM,-61.9063 -21.482555.9362 16.6077,CORINE Land Cover - DOM,2,0,4,0,4,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - DOM - 2000,LANDCOVER.GRID.CLC00_DOM,image/png,PM,-61.9063 -21.482555.9362 16.6077,CORINE Land Cover - DOM,3,0,8,0,8,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - DOM - 2000,LANDCOVER.GRID.CLC00_DOM,image/png,PM,-61.9063 -21.482555.9362 16.6077,CORINE Land Cover - DOM,4,0,15,0,15,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - DOM - 2000,LANDCOVER.GRID.CLC00_DOM,image/png,PM,-61.9063 -21.482555.9362 16.6077,CORINE Land Cover - DOM,5,0,31,0,31,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - DOM - 2000,LANDCOVER.GRID.CLC00_DOM,image/png,PM,-61.9063 -21.482555.9362 16.6077,CORINE Land Cover - DOM,6,16,47,16,47,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - DOM - 2000,LANDCOVER.GRID.CLC00_DOM,image/png,PM,-61.9063 -21.482555.9362 16.6077,CORINE Land Cover - DOM,7,48,79,32,95,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - DOM - 2000,LANDCOVER.GRID.CLC00_DOM,image/png,PM,-61.9063 -21.482555.9362 16.6077,CORINE Land Cover - DOM,8,112,143,80,175,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - DOM - 2000,LANDCOVER.GRID.CLC00_DOM,image/png,PM,-61.9063 -21.482555.9362 16.6077,CORINE Land Cover - DOM,9,224,287,160,335,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - DOM - 2000,LANDCOVER.GRID.CLC00_DOM,image/png,PM,-61.9063 -21.482555.9362 16.6077,CORINE Land Cover - DOM,10,464,575,320,671,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - DOM - 2000,LANDCOVER.GRID.CLC00_DOM,image/png,PM,-61.9063 -21.482555.9362 16.6077,CORINE Land Cover - DOM,11,928,1151,656,1343,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - DOM - 2000,LANDCOVER.GRID.CLC00_DOM,image/png,PM,-61.9063 -21.482555.9362 16.6077,CORINE Land Cover - DOM,12,1856,2303,1328,2687,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - France métropolitaine - 2000,LANDCOVER.GRID.CLC00_FR,image/png,PM,-5.68494 41.177910.8556 51.1827,CORINE Land Cover - France métropolitaine,0,0,0,0,0,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - France métropolitaine - 2000,LANDCOVER.GRID.CLC00_FR,image/png,PM,-5.68494 41.177910.8556 51.1827,CORINE Land Cover - France métropolitaine,1,0,0,0,1,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - France métropolitaine - 2000,LANDCOVER.GRID.CLC00_FR,image/png,PM,-5.68494 41.177910.8556 51.1827,CORINE Land Cover - France métropolitaine,2,1,1,1,2,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - France métropolitaine - 2000,LANDCOVER.GRID.CLC00_FR,image/png,PM,-5.68494 41.177910.8556 51.1827,CORINE Land Cover - France métropolitaine,3,2,2,3,4,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - France métropolitaine - 2000,LANDCOVER.GRID.CLC00_FR,image/png,PM,-5.68494 41.177910.8556 51.1827,CORINE Land Cover - France métropolitaine,4,5,5,7,8,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - France métropolitaine - 2000,LANDCOVER.GRID.CLC00_FR,image/png,PM,-5.68494 41.177910.8556 51.1827,CORINE Land Cover - France métropolitaine,5,10,11,15,16,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - France métropolitaine - 2000,LANDCOVER.GRID.CLC00_FR,image/png,PM,-5.68494 41.177910.8556 51.1827,CORINE Land Cover - France métropolitaine,6,21,23,30,33,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - France métropolitaine - 2000,LANDCOVER.GRID.CLC00_FR,image/png,PM,-5.68494 41.177910.8556 51.1827,CORINE Land Cover - France métropolitaine,7,42,47,61,67,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - France métropolitaine - 2000,LANDCOVER.GRID.CLC00_FR,image/png,PM,-5.68494 41.177910.8556 51.1827,CORINE Land Cover - France métropolitaine,8,85,95,123,135,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - France métropolitaine - 2000,LANDCOVER.GRID.CLC00_FR,image/png,PM,-5.68494 41.177910.8556 51.1827,CORINE Land Cover - France métropolitaine,9,170,191,247,271,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - France métropolitaine - 2000,LANDCOVER.GRID.CLC00_FR,image/png,PM,-5.68494 41.177910.8556 51.1827,CORINE Land Cover - France métropolitaine,10,341,383,495,542,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - France métropolitaine - 2000,LANDCOVER.GRID.CLC00_FR,image/png,PM,-5.68494 41.177910.8556 51.1827,CORINE Land Cover - France métropolitaine,11,683,766,991,1085,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - France métropolitaine - 2000,LANDCOVER.GRID.CLC00_FR,image/png,PM,-5.68494 41.177910.8556 51.1827,CORINE Land Cover - France métropolitaine,12,1367,1533,1982,2171,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2006,LANDCOVER.GRID.CLC06,image/png,PM,-61.9063 -21.482555.9362 51.1827,CORINE Land Cover,0,0,1,0,1,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2006,LANDCOVER.GRID.CLC06,image/png,PM,-61.9063 -21.482555.9362 51.1827,CORINE Land Cover,1,0,2,0,2,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2006,LANDCOVER.GRID.CLC06,image/png,PM,-61.9063 -21.482555.9362 51.1827,CORINE Land Cover,2,0,4,0,4,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2006,LANDCOVER.GRID.CLC06,image/png,PM,-61.9063 -21.482555.9362 51.1827,CORINE Land Cover,3,0,8,0,8,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2006,LANDCOVER.GRID.CLC06,image/png,PM,-61.9063 -21.482555.9362 51.1827,CORINE Land Cover,4,0,15,0,15,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2006,LANDCOVER.GRID.CLC06,image/png,PM,-61.9063 -21.482555.9362 51.1827,CORINE Land Cover,5,0,31,0,31,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2006,LANDCOVER.GRID.CLC06,image/png,PM,-61.9063 -21.482555.9362 51.1827,CORINE Land Cover,6,16,47,16,47,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2006,LANDCOVER.GRID.CLC06,image/png,PM,-61.9063 -21.482555.9362 51.1827,CORINE Land Cover,7,32,79,32,95,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2006,LANDCOVER.GRID.CLC06,image/png,PM,-61.9063 -21.482555.9362 51.1827,CORINE Land Cover,8,80,143,80,175,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2006,LANDCOVER.GRID.CLC06,image/png,PM,-61.9063 -21.482555.9362 51.1827,CORINE Land Cover,9,160,287,160,335,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2006,LANDCOVER.GRID.CLC06,image/png,PM,-61.9063 -21.482555.9362 51.1827,CORINE Land Cover,10,336,575,320,671,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2006,LANDCOVER.GRID.CLC06,image/png,PM,-61.9063 -21.482555.9362 51.1827,CORINE Land Cover,11,672,1151,656,1343,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2006,LANDCOVER.GRID.CLC06,image/png,PM,-61.9063 -21.482555.9362 51.1827,CORINE Land Cover,12,1360,2303,1328,2687,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2006,LANDCOVER.GRID.CLC06,image/png,PM,-61.9063 -21.482555.9362 51.1827,CORINE Land Cover,13,2720,4607,2672,5375,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2006 révisée,LANDCOVER.GRID.CLC06R,image/png,PM,-61.9063 -21.482555.9362 51.2963,CORINE Land Cover,0,0,1,0,1,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2006 révisée,LANDCOVER.GRID.CLC06R,image/png,PM,-61.9063 -21.482555.9362 51.2963,CORINE Land Cover,1,0,2,0,2,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2006 révisée,LANDCOVER.GRID.CLC06R,image/png,PM,-61.9063 -21.482555.9362 51.2963,CORINE Land Cover,2,0,4,0,4,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2006 révisée,LANDCOVER.GRID.CLC06R,image/png,PM,-61.9063 -21.482555.9362 51.2963,CORINE Land Cover,3,0,8,0,8,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2006 révisée,LANDCOVER.GRID.CLC06R,image/png,PM,-61.9063 -21.482555.9362 51.2963,CORINE Land Cover,4,0,15,0,15,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2006 révisée,LANDCOVER.GRID.CLC06R,image/png,PM,-61.9063 -21.482555.9362 51.2963,CORINE Land Cover,5,0,31,0,31,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2006 révisée,LANDCOVER.GRID.CLC06R,image/png,PM,-61.9063 -21.482555.9362 51.2963,CORINE Land Cover,6,16,47,16,47,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2006 révisée,LANDCOVER.GRID.CLC06R,image/png,PM,-61.9063 -21.482555.9362 51.2963,CORINE Land Cover,7,32,79,32,95,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
Raster CORINE Land Cover - 2006 révisée,LANDCOVER.GRID.CLC06R,image/png,PM,-61.9063 -21.482555.9362 51.2963,CORINE Land Cover,8,80,143,80,175,https://wxs.ign.fr/clc/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities
